id,address,flow,year,funktion_3_title,funktion_3_address,einzelplan_1_title,gruppe_2_address,gruppe_3_address,gruppe_2_title,gruppe_1_address,einzelplan_1_address,funktion_2_title,account,name,title,gruppe_1_title,einzelplan_2_address,value,funktion_1_title,funktion_2_address,gruppe_3_title,einzelplan_2_title,funktion_1_address,flexible
3136,141655417,ausgaben,2012,Deutsche Verteidigungsstreitkräfte,032,Bundesministerium der Verteidigung,55,554,"Militärische Beschaffungen, Materialerhaltung, Wehrforschung, wehrtechnische und sonstige militärische Entwicklung und Erprobung sowie militärische Anlagen",5,14,Verteidigung (nur Bund),funktion,1416 554 17 - 032,Beschaffung des Waffensystems Eurofighter,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1416,1200000,Allgemeine Dienste,03,Militärische Beschaffungen,Militärische Beschaffungen,0,0
3137,141655414,ausgaben,2012,Deutsche Verteidigungsstreitkräfte,032,Bundesministerium der Verteidigung,55,554,"Militärische Beschaffungen, Materialerhaltung, Wehrforschung, wehrtechnische und sonstige militärische Entwicklung und Erprobung sowie militärische Anlagen",5,14,Verteidigung (nur Bund),funktion,1416 554 14 - 032,Erneuerung Mittelstreckenluftfahrzeuge der Flugbereitschaft BMVg,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1416,0,Allgemeine Dienste,03,Militärische Beschaffungen,Militärische Beschaffungen,0,0
3138,141655415,ausgaben,2012,Deutsche Verteidigungsstreitkräfte,032,Bundesministerium der Verteidigung,55,554,"Militärische Beschaffungen, Materialerhaltung, Wehrforschung, wehrtechnische und sonstige militärische Entwicklung und Erprobung sowie militärische Anlagen",5,14,Verteidigung (nur Bund),funktion,1416 554 15 - 032,Beschaffung des Waffensystems Unterstützungshubschrauber,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1416,285000,Allgemeine Dienste,03,Militärische Beschaffungen,Militärische Beschaffungen,0,0
3139,141655418,ausgaben,2012,Deutsche Verteidigungsstreitkräfte,032,Bundesministerium der Verteidigung,55,554,"Militärische Beschaffungen, Materialerhaltung, Wehrforschung, wehrtechnische und sonstige militärische Entwicklung und Erprobung sowie militärische Anlagen",5,14,Verteidigung (nur Bund),funktion,1416 554 18 - 032,Beschaffung des Großraumtransportflugzeuges A400M,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1416,640000,Allgemeine Dienste,03,Militärische Beschaffungen,Militärische Beschaffungen,0,0
3140,121213201,einnahmen,2012,Sonstiges,719,"Bundesministerium für Verkehr, Bau und Stadtentwicklung",13,132,"Erlöse aus der Veräußerung von Gegenständen, Kapitalrückzahlungen",1,12,Verwaltung,funktion,1212 132 01 - 719,Erlöse aus der Veräußerung von beweglichen Sachen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",1212,5,Verkehrs- und Nachrichtenwesen,71,Erlöse aus der Veräußerung von beweglichen Sachen,Kraftfahrt-Bundesamt,7,0
3141,040554301,ausgaben,2012,Politische Führung,011,Bundeskanzlerin und Bundeskanzleramt,54,543,Sächliche Verwaltungsausgaben (Obergruppe 54),5,04,Politische Führung und zentrale Verwaltung,funktion,0405 543 01 - 011,Veröffentlichung und Dokumentation,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0405,30,Allgemeine Dienste,01,Sonstiges,Der Beauftragte der Bundesregierung für Kultur und Medien,0,1
3142,040851155,ausgaben,2012,"Wissenschaftliche Bibliotheken, Archive, Fachinformationszentren",162,Bundeskanzlerin und Bundeskanzleramt,51,511,Sächliche Verwaltungsausgaben (Obergruppe 51),5,04,"Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnische Entwicklung, vgl. Funktion 036)",funktion,0408 511 55 - 162,"Geschäftsbedarf und Datenübertragung sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, Software, Wartung","Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0408,1601,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten",16,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR,1,1
3143,121453999,ausgaben,2012,Wetterdienst,760,"Bundesministerium für Verkehr, Bau und Stadtentwicklung",53,539,Sächliche Verwaltungsausgaben (Obergruppe 53),5,12,Wetterdienst,funktion,1214 539 99 - 760,Vermischte Verwaltungsausgaben,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1214,444,Verkehrs- und Nachrichtenwesen,76,Sonstiges,Deutscher Wetterdienst,7,1
3144,106744657,ausgaben,2012,"Versorgung einschließlich Beihilfen für Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",018,"Bundesministerium für Ernährung, Landwirtschaft und Verbraucherschutz",44,446,"Beihilfen, Unterstützungen und dgl.",4,10,Politische Führung und zentrale Verwaltung,funktion,1067 446 57 - 018,Beihilfen aufgrund der Beihilfevorschriften,Personalausgaben,1067,6300,Allgemeine Dienste,01,Beihilfen für Versorgungsempfänger und dgl.,Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter des Einzelplans 10,0,0
3145,060168806,ausgaben,2012,Politische Führung,011,Bundesministerium des Innern,68,688,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,6,06,Politische Führung und zentrale Verwaltung,funktion,0601 688 06 - 011,Zahlungsverpflichtungen aus Verstößen gegen EU-Recht,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0601,0,Allgemeine Dienste,01,Abführung der Eigenmittel an die EU,Bundesministerium,0,0
3146,230144301,ausgaben,2012,"Beihilfen, Unterstützungen u.ä.",940,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,44,443,"Beihilfen, Unterstützungen und dgl.",4,23,"Beihilfen, Unterstützungen u. ä.",funktion,2301 443 01 - 940,Fürsorgeleistungen und Unterstützungen,Personalausgaben,2301,20,Allgemeine Finanzwirtschaft,94,Fürsorgeleistungen und Unterstützungen,Bundesministerium,9,1
3147,121454411,ausgaben,2012,Wetterdienst,760,"Bundesministerium für Verkehr, Bau und Stadtentwicklung",54,544,Sächliche Verwaltungsausgaben (Obergruppe 54),5,12,Wetterdienst,funktion,1214 544 11 - 760,"Forschung, Untersuchungen und Ähnliches","Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1214,750,Verkehrs- und Nachrichtenwesen,76,Sonstiges,Deutscher Wetterdienst,7,0
3148,061652721,ausgaben,2012,Forschung und experimentelle Entwicklung zur Erkundung und Nutzung der irdischen Umwelt (Einzelmaßnahmen),177,Bundesministerium des Innern,52,527,Sächliche Verwaltungsausgaben (Obergruppe 52),5,06,"Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnische Entwicklung, vgl. Funktion 036)",funktion,0616 527 21 - 177,Dienstreisen,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0616,240,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten",17,Dienstreisen,Bundesamt für Kartographie und Geodäsie,1,1
3149,140445311,ausgaben,2012,Deutsche Verteidigungsstreitkräfte,032,Bundesministerium der Verteidigung,45,453,Sonstige personalbezogene Ausgaben,4,14,Verteidigung (nur Bund),funktion,1404 453 11 - 032,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Personalausgaben,1404,35655,Allgemeine Dienste,03,"Trennungsgeld, Umzugskostenvergütungen","Bundeswehrverwaltung, Universitäten der Bundeswehr, Militärseelsorge und Rechtspflege sowie Personalausgaben für das Zivilpersonal bei den Kommandobehörden, Truppen usw.",0,1
3150,150611999,einnahmen,2012,Maßnahmen des Gesundheitswesens,314,Bundesministerium für Gesundheit,11,119,Verwaltungseinnahmen,1,15,Einrichtungen und Maßnahmen des Gesundheitswesens,funktion,1506 119 99 - 314,Vermischte Einnahmen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",1506,102,"Gesundheit, Umwelt, Sport und Erholung",31,Sonstige,Paul-Ehrlich-Institut,3,0
3151,101426101,einnahmen,2012,Andere Einrichtungen für Wissenschaft und Forschung,165,"Bundesministerium für Ernährung, Landwirtschaft und Verbraucherschutz",26,261,Schuldendiensthilfen und Erstattungen von Verwaltungsausgaben aus sonstigen Bereichen,2,10,"Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnische Entwicklung, vgl. Funktion 036)",funktion,1014 261 01 - 165,Erstattung von Verwaltungsausgaben,Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,1014,381,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten",16,Schuldendiensthilfen und Erstattungen von Verwaltungsausgaben aus dem Inland,"Friedrich Loeffler-Institut, Bundesforschungsinstitut für Tiergesundheit",1,0
3152,081281131,ausgaben,2012,Lastenausgleichsverwaltung,215,Bundesministerium der Finanzen,81,811,Erwerb von beweglichen Sachen,8,08,Verwaltung,funktion,0812 811 31 - 215,Erwerb von Fahrzeugen,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,0812,0,"Soziale Sicherung, soziale Kriegsfolgeaufgaben, Wiedergutmachung",21,Erwerb von Fahrzeugen,Bundesamt für zentrale Dienste und offene Vermögensfragen,2,1
3153,120278091,ausgaben,2012,Wasserstraßen und Häfen,731,"Bundesministerium für Verkehr, Bau und Stadtentwicklung",78,780,Baumaßnahmen,7,12,"Wasserstraßen und Häfen, Förderung der Schifffahrt",funktion,1202 780 91 - 731,Innovations- und Investitionsprogramm für die Bundeswasserstraßen,Baumaßnahmen,1202,0,Verkehrs- und Nachrichtenwesen,73,Baumaßnahmen,Allgemeine Bewilligungen,7,0
3154,091018201,einnahmen,2012,Nicht zielorientierte Forschung und sonstige Maßnahmen zur Förderung der Wissenschaft und zivilen Forschung,178,Bundesministerium für Wirtschaft und Technologie,18,182,Darlehensrückflüsse aus sonstigen Bereichen,1,09,"Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnische Entwicklung, vgl. Funktion 036)",funktion,0910 182 01 - 178,Rückflüsse aus rückzahlbaren Zuwendungen und dergleichen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",0910,4801,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten",17,Sonstige Darlehensrückflüsse aus dem Inland,Allgemeine Bewilligungen,1,0
3155,062851791,ausgaben,2012,Zivile Verteidigung,034,Bundesministerium des Innern,51,517,Sächliche Verwaltungsausgaben (Obergruppe 51),5,06,Verteidigung (nur Bund),funktion,0628 517 91 - 034,"Bewirtschaftung der Grundstücke, Gebäude und Räume","Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0628,625,Allgemeine Dienste,03,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesamt für Bevölkerungsschutz und Katastrophenhilfe,0,1
3156,010354201,ausgaben,2012,Informationswesen,013,Bundespräsident und Bundespräsidialamt,54,542,Sächliche Verwaltungsausgaben (Obergruppe 54),5,01,Politische Führung und zentrale Verwaltung,funktion,0103 542 01 - 013,Öffentlichkeitsarbeit,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0103,264,Allgemeine Dienste,01,Sonstiges,Bundespräsidialamt,0,0
3157,091551855,ausgaben,2012,Andere Einrichtungen für Wissenschaft und Forschung,165,Bundesministerium für Wirtschaft und Technologie,51,518,Sächliche Verwaltungsausgaben (Obergruppe 51),5,09,"Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnische Entwicklung, vgl. Funktion 036)",funktion,0915 518 55 - 165,"Miete für Datenverarbeitungsanlagen, Geräte, Ausstattungs- und Ausrüstungsgegenstände, Maschinen, Software","Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0915,9,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten",16,Mieten und Pachten,Bundesanstalt für Geowissenschaften und Rohstoffe,1,1
3158,110145301,ausgaben,2012,Politische Führung,011,Bundesministerium für Arbeit und Soziales,45,453,Sonstige personalbezogene Ausgaben,4,11,Politische Führung und zentrale Verwaltung,funktion,1101 453 01 - 011,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Personalausgaben,1101,300,Allgemeine Dienste,01,"Trennungsgeld, Umzugskostenvergütungen",Bundesministerium,0,1
3159,080351901,ausgaben,2012,"Steuer- und Zollverwaltung, Vermögensverwaltung",061,Bundesministerium der Finanzen,51,519,Sächliche Verwaltungsausgaben (Obergruppe 51),5,08,Finanzverwaltung,funktion,0803 519 01 - 061,Unterhaltung der Grundstücke und baulichen Anlagen,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0803,0,Allgemeine Dienste,06,Unterhaltung der Grundstücke und baulichen Anlagen,Bundeszentralamt für Steuern,0,1
3160,091838101,einnahmen,2012,Haushaltstechnische Verrechnungen,990,Bundesministerium für Wirtschaft und Technologie,38,381,Haushaltstechnische Verrechnungen,3,09,Haushaltstechnische Verrechnungen,funktion,0918 381 01 - 990,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,"Einnahmen aus Schuldenaufnahmen, aus Zuweisungen und Zuschüssen für Investitionen, besondere Finanzierungseinnahmen",0918,0,Allgemeine Finanzwirtschaft,99,Verrechnungen zwischen Kapiteln,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur)",9,0
3161,121454301,ausgaben,2012,Wetterdienst,760,"Bundesministerium für Verkehr, Bau und Stadtentwicklung",54,543,Sächliche Verwaltungsausgaben (Obergruppe 54),5,12,Wetterdienst,funktion,1214 543 01 - 760,Veröffentlichung und Dokumentation,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1214,106,Verkehrs- und Nachrichtenwesen,76,Sonstiges,Deutscher Wetterdienst,7,1
3162,062311999,einnahmen,2012,Sonstiges,049,Bundesministerium des Innern,11,119,Verwaltungseinnahmen,1,06,Öffentliche Sicherheit und Ordnung,funktion,0623 119 99 - 049,Vermischte Einnahmen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",0623,10,Allgemeine Dienste,04,Sonstige,Bundesamt für Sicherheit in der Informationstechnik,0,0
3163,300216211,einnahmen,2012,Fördermaßnahmen für Studierende,142,Bundesministerium für Bildung und Forschung,16,162,Zinseinnahmen aus sonstigen Bereichen,1,30,"Förderung von Schülern, Studenten und dgl.",funktion,3002 162 11 - 142,Zinsen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",3002,2600,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten",14,Sonstige Zinseinnahmen aus dem Inland,"Leistungsfähigkeit des Bildungswesens, Nachwuchsförderung",1,0
3164,150551802,ausgaben,2012,Maßnahmen des Gesundheitswesens,314,Bundesministerium für Gesundheit,51,518,Sächliche Verwaltungsausgaben (Obergruppe 51),5,15,Einrichtungen und Maßnahmen des Gesundheitswesens,funktion,1505 518 02 - 314,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1505,582,"Gesundheit, Umwelt, Sport und Erholung",31,Mieten und Pachten,Deutsches Institut für Medizinische Dokumentation und Information,3,0
3165,150551801,ausgaben,2012,Maßnahmen des Gesundheitswesens,314,Bundesministerium für Gesundheit,51,518,Sächliche Verwaltungsausgaben (Obergruppe 51),5,15,Einrichtungen und Maßnahmen des Gesundheitswesens,funktion,1505 518 01 - 314,Mieten und Pachten,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1505,32,"Gesundheit, Umwelt, Sport und Erholung",31,Mieten und Pachten,Deutsches Institut für Medizinische Dokumentation und Information,3,1
3166,122881201,ausgaben,2012,Politische Führung,011,"Bundesministerium für Verkehr, Bau und Stadtentwicklung",81,812,Erwerb von beweglichen Sachen,8,12,Politische Führung und zentrale Verwaltung,funktion,1228 812 01 - 011,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen",Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,1228,0,Allgemeine Dienste,01,Erwerb von Geräten und sonstigen beweglichen Sachen,Gemeinschaftsdienste,0,1
3167,071051855,ausgaben,2012,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz,51,518,Sächliche Verwaltungsausgaben (Obergruppe 51),5,07,Rechtsschutz,funktion,0710 518 55 - 059,"Miete für Datenverarbeitungsanlagen, Geräte, Ausstattungs- und Ausrüstungsgegenstände, Maschinen, Software","Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0710,71,Allgemeine Dienste,05,Mieten und Pachten,Deutsches Patent- und Markenamt,0,1
3168,200112401,einnahmen,2012,Politische Führung,011,Bundesrechnungshof,12,124,Einnahmen aus wirtschaftlicher Tätigkeit und aus Vermögen (ohne Zinsen),1,20,Politische Führung und zentrale Verwaltung,funktion,2001 124 01 - 011,"Einnahmen aus Vermietung, Verpachtung und Nutzung","Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",2001,323,Allgemeine Dienste,01,Mieten und Pachten,Bundesrechnungshof,0,0
3169,060151101,ausgaben,2012,Politische Führung,011,Bundesministerium des Innern,51,511,Sächliche Verwaltungsausgaben (Obergruppe 51),5,06,Politische Führung und zentrale Verwaltung,funktion,0601 511 01 - 011,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände","Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0601,1820,Allgemeine Dienste,01,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",Bundesministerium,0,1
3170,140355481,ausgaben,2012,Deutsche Verteidigungsstreitkräfte,032,Bundesministerium der Verteidigung,55,554,"Militärische Beschaffungen, Materialerhaltung, Wehrforschung, wehrtechnische und sonstige militärische Entwicklung und Erprobung sowie militärische Anlagen",5,14,Verteidigung (nur Bund),funktion,1403 554 81 - 032,Militärische Beschaffungen,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1403,225000,Allgemeine Dienste,03,Militärische Beschaffungen,"Kommandobehörden, Truppen, Sozialversicherungsbeiträge und Fürsorgemaßnahmen für Soldatinnen und Soldaten",0,0
3171,081242709,ausgaben,2012,"Steuer- und Zollverwaltung, Vermögensverwaltung",061,Bundesministerium der Finanzen,42,427,Bezüge und Nebenleistungen,4,08,Finanzverwaltung,funktion,0812 427 09 - 061,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Personalausgaben,0812,1600,Allgemeine Dienste,06,"Beschäftigungsentgelte, Aufwendungen für nebenamtlich und nebenberuflich Tätige",Bundesamt für zentrale Dienste und offene Vermögensfragen,0,1
3172,080111201,einnahmen,2012,Politische Führung,011,Bundesministerium der Finanzen,11,112,Verwaltungseinnahmen,1,08,Politische Führung und zentrale Verwaltung,funktion,0801 112 01 - 011,"Geldstrafen, Geldbußen und Gerichtskosten","Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",0801,915,Allgemeine Dienste,01,Geldstrafen und Geldbußen (einschließlich der damit zusammenhängenden Gerichts- und Verwaltungskosten),Bundesministerium,0,0
3173,110151701,ausgaben,2012,Politische Führung,011,Bundesministerium für Arbeit und Soziales,51,517,Sächliche Verwaltungsausgaben (Obergruppe 51),5,11,Politische Führung und zentrale Verwaltung,funktion,1101 517 01 - 011,"Bewirtschaftung der Grundstücke, Gebäude und Räume","Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1101,7000,Allgemeine Dienste,01,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium,0,1
3174,120942709,ausgaben,2012,Sonstiges,719,"Bundesministerium für Verkehr, Bau und Stadtentwicklung",42,427,Bezüge und Nebenleistungen,4,12,Verwaltung,funktion,1209 427 09 - 719,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Personalausgaben,1209,2651,Verkehrs- und Nachrichtenwesen,71,"Beschäftigungsentgelte, Aufwendungen für nebenamtlich und nebenberuflich Tätige",Erhebung und Verwendung der Lkw-Maut (Bundesfernstraßen),7,0
3175,036711957,einnahmen,2012,"Versorgung einschließlich Beihilfen für Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",018,Bundesrat,11,119,Verwaltungseinnahmen,1,03,Politische Führung und zentrale Verwaltung,funktion,0367 119 57 - 018,Vermischte Einnahmen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",0367,0,Allgemeine Dienste,01,Sonstige,Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter des Einzelplans 03,0,0
3176,122289105,ausgaben,2012,Eisenbahnen,832,"Bundesministerium für Verkehr, Bau und Stadtentwicklung",89,891,Zuschüsse für Investitionen an sonstige Bereiche,8,12,Verkehrsunternehmen,funktion,1222 891 05 - 832,Maßnahmen zur Lärmsanierung an bestehenden Schienenwegen der Eisenbahnen des Bundes,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,1222,100000,"Wirtschaftsunternehmen, Allgemeines Grund- und Kapitalvermögen, Sondervermögen",83,Zuschüsse für Investitionen an öffentliche Unternehmen,Eisenbahnen des Bundes,8,0
3177,150154401,ausgaben,2012,Forschung und experimentelle Entwicklung zum Schutz und zur Förderung der menschlichen Gesundheit (Einzelmaßnahmen),172,Bundesministerium für Gesundheit,54,544,Sächliche Verwaltungsausgaben (Obergruppe 54),5,15,"Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnische Entwicklung, vgl. Funktion 036)",funktion,1501 544 01 - 172,"Forschung, Untersuchungen und Ähnliches","Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1501,15000,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten",17,Sonstiges,Bundesministerium,1,1
3178,070542201,ausgaben,2012,Verwaltungsgerichte,053,Bundesministerium der Justiz,42,422,Bezüge und Nebenleistungen,4,07,Rechtsschutz,funktion,0705 422 01 - 053,"Bezüge und Nebenleistungen der planmäßigen Richterinnen, Richter, Beamtinnen und Beamten",Personalausgaben,0705,8606,Allgemeine Dienste,05,Bezüge und Nebenleistungen der Beamten und Richter,Bundesverwaltungsgericht,0,1
3179,300151401,ausgaben,2012,Politische Führung,011,Bundesministerium für Bildung und Forschung,51,514,Sächliche Verwaltungsausgaben (Obergruppe 51),5,30,Politische Führung und zentrale Verwaltung,funktion,3001 514 01 - 011,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.","Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",3001,155,Allgemeine Dienste,01,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Bundesministerium,0,1
3180,046744357,ausgaben,2012,"Versorgung einschließlich Beihilfen für Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",018,Bundeskanzlerin und Bundeskanzleramt,44,443,"Beihilfen, Unterstützungen und dgl.",4,04,Politische Führung und zentrale Verwaltung,funktion,0467 443 57 - 018,Fürsorgeleistungen und Unterstützungen,Personalausgaben,0467,64,Allgemeine Dienste,01,Fürsorgeleistungen und Unterstützungen,"Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter des Einzelplans 04 (ohne Kap. 0403, 0405 bis 0408)",0,0
3181,091563463,ausgaben,2012,Andere Einrichtungen für Wissenschaft und Forschung,165,Bundesministerium für Wirtschaft und Technologie,63,634,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,6,09,"Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnische Entwicklung, vgl. Funktion 036)",funktion,0915 634 63 - 165,Zuweisungen an den Versorgungsfonds,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0915,17,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten",16,Sonstige Zuweisungen an Sondervermögen,Bundesanstalt für Geowissenschaften und Rohstoffe,1,0
3182,606723621,einnahmen,2012,"Versorgung einschließlich Beihilfen für Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",018,Allgemeine Finanzverwaltung,23,236,Sonstige (zweckgebundene) Zuweisungen aus dem öffentlichen Bereich,2,60,Politische Führung und zentrale Verwaltung,funktion,6067 236 21 - 018,Beteiligung der Sozialversicherungsträger und der Bundesagentur für Arbeit an den Versorgungslasten des Bundes,Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,6067,30,Allgemeine Dienste,01,Erstattungen von Sozialversicherungsträgern sowie von der Bundesanstalt für Arbeit,Sonstige Versorgungsausgaben,0,0
3183,070451401,ausgaben,2012,Ordentliche Gerichte und Staatsanwaltschaften,052,Bundesministerium der Justiz,51,514,Sächliche Verwaltungsausgaben (Obergruppe 51),5,07,Rechtsschutz,funktion,0704 514 01 - 052,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.","Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0704,123,Allgemeine Dienste,05,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Der Generalbundesanwalt beim Bundesgerichtshof,0,1
3184,140142709,ausgaben,2012,Politische Führung,011,Bundesministerium der Verteidigung,42,427,Bezüge und Nebenleistungen,4,14,Politische Führung und zentrale Verwaltung,funktion,1401 427 09 - 011,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Personalausgaben,1401,50,Allgemeine Dienste,01,"Beschäftigungsentgelte, Aufwendungen für nebenamtlich und nebenberuflich Tätige",Bundesministerium,0,1
3185,110411101,einnahmen,2012,Arbeitsschutz,254,Bundesministerium für Arbeit und Soziales,11,111,Verwaltungseinnahmen,1,11,Arbeitsmarktpolitik und Arbeitsschutz,funktion,1104 111 01 - 254,"Gebühren, sonstige Entgelte","Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",1104,80,"Soziale Sicherung, soziale Kriegsfolgeaufgaben, Wiedergutmachung",25,"Gebühren, sonstige Entgelte",Bundesanstalt für Arbeitsschutz und Arbeitsmedizin,2,0
